"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Name 1","Old Health Facility Name 2","Old Health Facility Name 3","Facility Major Type","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Service Capability","Bed Capacity","Licensing Status","License Validity Date"
"DOH000000000003503","3503","AMAGA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","SIGMA","0601916000","AMAGA","0601916002","5816","","","","","","","","0"," ",""
"DOH000000000043768","43768","AMAR BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","TIBIAO","0600617000","AMAR","0600617002","","","","","","","","","0"," ",""
"DOH000000000008291","8291","AMBILAY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PANITAN","0601910000","AMBILAY","0601910004","5815","","","","","","","","0"," ",""
"DOH000000000002790","2790","AMELIGAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PONTEVEDRA","0601912000","AMELIGAN","0601912003","5802","","","","","","","","0"," ",""
"DOH000000000018593","18593","AMIROY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","MINA","0603031000","AMIROY","0603031003","5032","","","","","","","","0"," ",""
"DOH000000000047014","47014","AMOROGTONG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","IGBARAS","0603021000","AMOROGTONG","0603021002","5029","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000045577","45577","AMPARO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","PATNONGON","0600612000","AMPARO","0600612002","5702","","","","","","","","0"," ",""
"DOH000000000018316","18316","AMPARO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","PAVIA","0603036000","AMPARO","0603036002","5001","","033 5011297","","","","","","0"," ",""
"DOH000000000016296","16296","ANABO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","LEMERY","0603027000","ANABO","0603027004","5043","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000018836","18836","ANDAGAO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","KALIBO (CAPITAL)","0600407000","ANDAGAW","0600407001","5600","(036) 268-5482","","","","","","","0"," ",""
"DOH000000000026144","26144","ANGAS BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","BATAN","0600404000","POBLACION","0600404018","5615"," "," "," "," "," "," ","","0"," ",""
"DOH000000000007121","7121","ANGEL SALAZAR MEMORIAL GENERAL HOSPITAL","","","","Health Facility","Hospital","Government","Local Government Unit","","T.A FORNIER STREET","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN JOSE (CAPITAL)","0600613000","ATABAY","0600613001","5700","","","","asmgh19@yahoo.com","asmgh19@yahoo.com","","Level 2","100","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2025"
"DOH000000000008645","8645","ANGUB BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","CUARTERO","0601901000","ANGUB","0601901004","5811","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000050999","50999","ANHAWON BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PANAY","0601909000","ANHAWON","0601909004","5801","","","","","","","","0"," ",""
"DOH000000000018305","18305","ANILAO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","PAVIA","0603036000","ANILAO","0603036003","5001","","033 5011297","","","","","","0"," ",""
"DOH000000000007239","7239","ANILAO PRIMARY CARE FACILITY","ANILAO RURAL HEALTH UNIT","","","Health Facility","Rural Health Unit","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","ANILAO","0603003000","POBLACION","0603003015","5009","+63 333620404","","","dohro6hrh.anilao@gmail.com","anilao_rhu@yahoo.com.ph","","","0","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2026"
"DOH000000000053241","53241","ANILAWAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","BUGASONG","0600604000","ANILAWAN","0600604001","5704","","","","","","","","0"," ",""
"DOH000000000045544","45544","ANINGALAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN REMIGIO","0600614000","ANINGALAN","0600614003","5714","","","","","","","","0"," ",""
"DOH000000000005245","5245","ANINI-Y POLYCLINIC AND PRIMARY HEALTH CARE FACILITY","ANINI-Y RURAL HEALTH UNIT"," "," ","Health Facility","Rural Health Unit","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","ANINI-Y","0600601000","POBLACION","0600601017","5717","(036) 641-7244"," "," ","aniniyrhu@gmail.com"," "," ","","0","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2026"
"DOH000000000026270","26270","ANTIQUE MEDICAL CENTER, INC.","","","","Health Facility","Hospital","Private","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN JOSE (CAPITAL)","0600613000","SAN ANGEL","0600613027","5700","+63 365408766","","","antiquemedical@gmail.com","","","Level 2","100","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2025"
"DOH000000000043257","43257","ANTIQUE PROVINCIAL HEALTH OFFICE","","","","Health Facility","Provincial Health Office","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN JOSE (CAPITAL)","0600613000","ATABAY","0600613001","","","","","","","","","0"," ",""
"DOH000000000001577","1577","ANUANG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CABATUAN","0603012000","ANUANG","0603012004","5031","","","","","","","","0"," ",""
"DOH000000000004318","4318","APARICIO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","IBAJAY","0600406000","APARICIO","0600406004","5613","","","","","","","","0"," ",""
"DOH000000000044480","44480","APDO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","PUROK 2","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","HAMTIC","0600608000","APDO","0600608001","5715","","","","","","","","0"," ",""
"DOH000000000055265","55265","APERO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","TAPAZ","0601917000","APERO","0601917007","5814","","","","","","","","0"," ",""
"DOH000000000001578","1578","ARAC BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CITY OF PASSI","0603035000","ARAC","0603035007","5037","+63 333115046","","","passicity_healthoffice@yahoo.com","dohro6hrh.passicity@gmail.com","","","0"," ",""
"DOH000000000045658","45658","ARACAY BARAGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","PANDAN","0600611000","ARACAY","0600611001","5712","","","","rhu_pandan@yahoo.com","","","","0"," ",""
"DOH000000000019344","19344","ARANAS BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","BALETE","0600402000","ARANAS","0600402001","5614","","","","","","","","0"," ",""
"DOH000000000053242","53242","ARANGOTE BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","BUGASONG","0600604000","ARANGOTE","0600604002","5704","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000008190","8190","ARANGUEL BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PRESIDENT ROXAS","0601913000","ARANGUEL","0601913001","5803","","","","","","","","0"," ",""
"DOH000000000013630","13630","ARAS-ASAN BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SEBASTE","0600615000","ARAS-ASAN","0600615004","5709"," "," "," "," "," "," ","","0"," ",""
"DOH000000000024098","24098","ARCANGEL BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","BALETE","0600402000","ARCANGEL","0600402002","5614","","","","","","","","0"," ",""
"DOH000000000016419","16419","ARDEMIL BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","SARA","0603044000","ARDEMIL","0603044009","5014","","","","","","","","0"," ",""
"DOH000000000002763","2763","AREVALO DISTRICT HEALTH CENTER","","","","Health Facility","Rural Health Unit","Government","Local Government Unit","","RIZAL STREET","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","SAN JOSE","0631000155","5000","3252908","","+63 333365055","arevalohealthcenterc@yahoo.com","arevalohealthcenter@gmail.com","","","0"," ",""
"DOH000000000019226","19226","ARGAO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","MALAY","0600412000","ARGAO","0600412001","5608","","","","","","","","0"," ",""
"DOH000000000047605","47605","ARIPDIP BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","SAN RAFAEL","0603042000","ARIPDIP","0603042001","","","","","","","","","0"," ",""
"DOH000000000008979","8979","ARTUZ BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","TAPAZ","0601917000","ARTUZ","0601917008","5814","","","","","","","","0"," ",""
"DOH000000000050279","50279","ASIA PACIFIC MEDICAL CENTER (APMC) - AKLAN, INC.","","","","Health Facility","Hospital","Private","","Corporation","JUDGE MARTELINO AVE.,","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","KALIBO (CAPITAL)","0600407000","ANDAGAW","0600407001","5600","036-268-2320","","","officeofthemedicaldirector@apmcaklan.com","compliance@apmcaklan.com","","Level 2","150","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2025"
"DOH000000000050442","50442","ASIA PACIFIC MEDICAL CENTER - ILOILO, INC.","","","","Health Facility","Hospital","Private","","Corporation","","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","UNGKA","0631000187","5000","3399991","","","gjoelabonado@gmail.com","","","Level 2","100","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2025"
"DOH000000000024106","24106","ASLUM BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit","","MANIKAN STREET"," ","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","IBAJAY","0600406000","POBLACION","0600406024","5613","+63 362892073"," "," "," "," "," ","","0"," ",""
"DOH000000000004287","4287","ASTORGA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","DUMARAO","0601904000","ASTORGA","0601904008","5812","","","","","","","","0"," ",""
"DOH000000000014338","14338","ATABAY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN JOSE (CAPITAL)","0600613000","ATABAY","0600613001","5700","","","","","","","","0"," ",""
"DOH000000000045846","45846","ATABAY BARANGAY HEALTH STATION AND BIRTHING FACILITY","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","TOBIAS FORNIER","0600607000","ATABAY","0600607004","5716","","","","","","","","0"," ",""
"DOH000000000017436","17436","ATABAYAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","TIGBAUAN","0603045000","ATABAYAN","0603045002","5021","","","","","","","","0"," ",""
"DOH000000000014395","14395","ATIOTES BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","TOBIAS FORNIER","0600607000","ATIOTES","0600607005","5716","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000002089","2089","ATIPLO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","MAMBUSAO","0601908000","ATIPLO","0601908001","5807","","","","","","","","0"," ",""
"DOH000000000024157","24157","AURELIANA BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","PATNONGON","0600612000","AURELIANA","0600612004","5702"," "," "," "," "," "," ","","0"," ",""
